192.168.1.117: 0.030ms 1510274784.3 2017 11 09 20 46 24
192.168.1.117: 0.042ms 1510274784.35 2017 11 09 20 46 24
192.168.1.117: 0.044ms 1510274784.4 2017 11 09 20 46 24
192.168.1.117: 0.043ms 1510274784.45 2017 11 09 20 46 24
192.168.1.117: 0.046ms 1510274784.5 2017 11 09 20 46 24
192.168.1.117: 0.051ms 1510274784.55 2017 11 09 20 46 24
192.168.1.117: 0.030ms 1510274784.6 2017 11 09 20 46 24
192.168.1.117: 0.030ms 1510274784.65 2017 11 09 20 46 24
192.168.1.117: 0.045ms 1510274784.7 2017 11 09 20 46 24
192.168.1.117: 0.029ms 1510274784.75 2017 11 09 20 46 24
192.168.1.117: 0.043ms 1510274784.8 2017 11 09 20 46 24
192.168.1.117: 0.028ms 1510274784.85 2017 11 09 20 46 24
192.168.1.117: 0.042ms 1510274784.9 2017 11 09 20 46 24
192.168.1.117: 0.028ms 1510274784.95 2017 11 09 20 46 24
192.168.1.117: 0.030ms 1510274785.0 2017 11 09 20 46 25
192.168.1.117: 0.031ms 1510274785.05 2017 11 09 20 46 25
192.168.1.117: 0.029ms 1510274785.1 2017 11 09 20 46 25
192.168.1.117: 0.032ms 1510274785.15 2017 11 09 20 46 25
192.168.1.117: 0.031ms 1510274785.2 2017 11 09 20 46 25
192.168.1.117: 0.030ms 1510274785.25 2017 11 09 20 46 25
192.168.1.117: 0.031ms 1510274785.3 2017 11 09 20 46 25
192.168.1.117: 0.044ms 1510274785.35 2017 11 09 20 46 25
192.168.1.117: 0.030ms 1510274785.4 2017 11 09 20 46 25
192.168.1.117: 0.029ms 1510274785.45 2017 11 09 20 46 25
192.168.1.117: 0.030ms 1510274785.5 2017 11 09 20 46 25
192.168.1.117: 0.042ms 1510274785.55 2017 11 09 20 46 25
192.168.1.117: 0.031ms 1510274785.6 2017 11 09 20 46 25
192.168.1.117: 0.045ms 1510274785.65 2017 11 09 20 46 25
192.168.1.117: 0.029ms 1510274785.7 2017 11 09 20 46 25
192.168.1.117: 0.030ms 1510274785.75 2017 11 09 20 46 25
192.168.1.117: 0.044ms 1510274785.8 2017 11 09 20 46 25
192.168.1.117: 0.045ms 1510274785.85 2017 11 09 20 46 25
192.168.1.117: 0.029ms 1510274785.9 2017 11 09 20 46 25
192.168.1.117: 0.029ms 1510274785.95 2017 11 09 20 46 25
192.168.1.117: 0.029ms 1510274786.0 2017 11 09 20 46 26
192.168.1.117: 0.031ms 1510274786.05 2017 11 09 20 46 26
192.168.1.117: 0.045ms 1510274786.1 2017 11 09 20 46 26
192.168.1.117: 0.045ms 1510274786.15 2017 11 09 20 46 26
192.168.1.117: 0.030ms 1510274786.21 2017 11 09 20 46 26
192.168.1.117: 0.030ms 1510274786.26 2017 11 09 20 46 26
192.168.1.117: 0.030ms 1510274786.31 2017 11 09 20 46 26
192.168.1.117: 0.032ms 1510274786.36 2017 11 09 20 46 26
192.168.1.117: 0.029ms 1510274786.41 2017 11 09 20 46 26
192.168.1.117: 0.031ms 1510274786.46 2017 11 09 20 46 26
192.168.1.117: 0.044ms 1510274786.51 2017 11 09 20 46 26
192.168.1.117: 0.042ms 1510274786.56 2017 11 09 20 46 26
192.168.1.117: 0.031ms 1510274786.61 2017 11 09 20 46 26
192.168.1.117: 0.044ms 1510274786.66 2017 11 09 20 46 26
192.168.1.117: 0.029ms 1510274786.71 2017 11 09 20 46 26
192.168.1.117: 0.033ms 1510274786.76 2017 11 09 20 46 26
192.168.1.117: 0.029ms 1510274786.81 2017 11 09 20 46 26
192.168.1.117: 0.045ms 1510274786.86 2017 11 09 20 46 26
192.168.1.117: 0.029ms 1510274786.91 2017 11 09 20 46 26
192.168.1.117: 0.043ms 1510274786.96 2017 11 09 20 46 26
192.168.1.117: 0.041ms 1510274787.01 2017 11 09 20 46 27
192.168.1.117: 0.031ms 1510274787.06 2017 11 09 20 46 27
192.168.1.117: 0.038ms 1510274787.11 2017 11 09 20 46 27
192.168.1.117: 0.049ms 1510274787.16 2017 11 09 20 46 27
192.168.1.117: 0.048ms 1510274787.21 2017 11 09 20 46 27
192.168.1.117: 0.048ms 1510274787.26 2017 11 09 20 46 27
192.168.1.117: 0.045ms 1510274787.31 2017 11 09 20 46 27
192.168.1.117: 0.041ms 1510274787.36 2017 11 09 20 46 27
192.168.1.117: 0.031ms 1510274787.41 2017 11 09 20 46 27
192.168.1.117: 0.029ms 1510274787.46 2017 11 09 20 46 27
192.168.1.117: 0.033ms 1510274787.51 2017 11 09 20 46 27
192.168.1.117: 0.031ms 1510274787.56 2017 11 09 20 46 27
192.168.1.117: 0.031ms 1510274787.61 2017 11 09 20 46 27
192.168.1.117: 0.031ms 1510274787.66 2017 11 09 20 46 27
192.168.1.117: 0.042ms 1510274787.71 2017 11 09 20 46 27
192.168.1.117: 0.042ms 1510274787.76 2017 11 09 20 46 27
192.168.1.117: 0.031ms 1510274787.81 2017 11 09 20 46 27
192.168.1.117: 0.042ms 1510274787.86 2017 11 09 20 46 27
192.168.1.117: 0.030ms 1510274787.91 2017 11 09 20 46 27
192.168.1.117: 0.046ms 1510274787.96 2017 11 09 20 46 27
192.168.1.117: 0.030ms 1510274788.01 2017 11 09 20 46 28
192.168.1.117: 0.029ms 1510274788.06 2017 11 09 20 46 28
192.168.1.117: 0.054ms 1510274788.11 2017 11 09 20 46 28
192.168.1.117: 0.042ms 1510274788.16 2017 11 09 20 46 28
192.168.1.117: 0.030ms 1510274788.21 2017 11 09 20 46 28
192.168.1.117: 0.029ms 1510274788.26 2017 11 09 20 46 28
192.168.1.117: 0.032ms 1510274788.31 2017 11 09 20 46 28
192.168.1.117: 0.030ms 1510274788.36 2017 11 09 20 46 28
192.168.1.117: 0.042ms 1510274788.41 2017 11 09 20 46 28
192.168.1.117: 0.029ms 1510274788.46 2017 11 09 20 46 28
192.168.1.117: 0.030ms 1510274788.51 2017 11 09 20 46 28
192.168.1.117: 0.030ms 1510274788.56 2017 11 09 20 46 28
192.168.1.117: 0.032ms 1510274788.62 2017 11 09 20 46 28
192.168.1.117: 0.044ms 1510274788.67 2017 11 09 20 46 28
192.168.1.117: 0.044ms 1510274788.72 2017 11 09 20 46 28
192.168.1.117: 0.028ms 1510274788.77 2017 11 09 20 46 28
192.168.1.117: 0.047ms 1510274788.82 2017 11 09 20 46 28
192.168.1.117: 0.029ms 1510274788.87 2017 11 09 20 46 28
192.168.1.117: 0.042ms 1510274788.92 2017 11 09 20 46 28
192.168.1.117: 0.029ms 1510274788.97 2017 11 09 20 46 28
192.168.1.117: 0.044ms 1510274789.02 2017 11 09 20 46 29
192.168.1.117: 0.045ms 1510274789.07 2017 11 09 20 46 29
192.168.1.117: 0.042ms 1510274789.12 2017 11 09 20 46 29
192.168.1.117: 0.028ms 1510274789.17 2017 11 09 20 46 29
192.168.1.117: 0.031ms 1510274789.22 2017 11 09 20 46 29
192.168.1.117: 0.046ms 1510274789.27 2017 11 09 20 46 29
192.168.1.117: 0.030ms 1510274789.32 2017 11 09 20 46 29
192.168.1.117: 0.030ms 1510274789.37 2017 11 09 20 46 29
192.168.1.117: 0.033ms 1510274789.42 2017 11 09 20 46 29
192.168.1.117: 0.043ms 1510274789.47 2017 11 09 20 46 29
192.168.1.117: 0.044ms 1510274789.52 2017 11 09 20 46 29
192.168.1.117: 0.033ms 1510274789.57 2017 11 09 20 46 29
192.168.1.117: 0.028ms 1510274789.62 2017 11 09 20 46 29
192.168.1.117: 0.042ms 1510274789.67 2017 11 09 20 46 29
192.168.1.117: 0.031ms 1510274789.72 2017 11 09 20 46 29
192.168.1.117: 0.044ms 1510274789.77 2017 11 09 20 46 29
192.168.1.117: 0.074ms 1510274789.82 2017 11 09 20 46 29
192.168.1.117: 0.030ms 1510274789.87 2017 11 09 20 46 29
