192.168.1.117: 0.043ms 1510274789.92 2017 11 09 20 46 29
192.168.1.117: 0.043ms 1510274789.97 2017 11 09 20 46 29
192.168.1.117: 0.056ms 1510274790.02 2017 11 09 20 46 30
192.168.1.117: 0.050ms 1510274790.07 2017 11 09 20 46 30
192.168.1.117: 0.038ms 1510274790.12 2017 11 09 20 46 30
192.168.1.117: 0.029ms 1510274790.17 2017 11 09 20 46 30
192.168.1.117: 0.031ms 1510274790.22 2017 11 09 20 46 30
192.168.1.117: 0.041ms 1510274790.27 2017 11 09 20 46 30
192.168.1.117: 0.028ms 1510274790.32 2017 11 09 20 46 30
192.168.1.117: 0.028ms 1510274790.37 2017 11 09 20 46 30
192.168.1.117: 0.035ms 1510274790.42 2017 11 09 20 46 30
192.168.1.117: 0.044ms 1510274790.47 2017 11 09 20 46 30
192.168.1.117: 0.044ms 1510274790.52 2017 11 09 20 46 30
192.168.1.117: 0.044ms 1510274790.57 2017 11 09 20 46 30
192.168.1.117: 0.043ms 1510274790.62 2017 11 09 20 46 30
192.168.1.117: 0.031ms 1510274790.67 2017 11 09 20 46 30
192.168.1.117: 0.028ms 1510274790.72 2017 11 09 20 46 30
192.168.1.117: 0.043ms 1510274790.77 2017 11 09 20 46 30
192.168.1.117: 0.030ms 1510274790.82 2017 11 09 20 46 30
192.168.1.117: 0.042ms 1510274790.87 2017 11 09 20 46 30
192.168.1.117: 0.032ms 1510274790.93 2017 11 09 20 46 30
192.168.1.117: 0.030ms 1510274790.98 2017 11 09 20 46 30
192.168.1.117: 0.042ms 1510274791.03 2017 11 09 20 46 31
192.168.1.117: 0.029ms 1510274791.08 2017 11 09 20 46 31
192.168.1.117: 0.048ms 1510274791.13 2017 11 09 20 46 31
192.168.1.117: 0.043ms 1510274791.18 2017 11 09 20 46 31
192.168.1.117: 0.027ms 1510274791.23 2017 11 09 20 46 31
192.168.1.117: 0.032ms 1510274791.28 2017 11 09 20 46 31
192.168.1.117: 0.030ms 1510274791.33 2017 11 09 20 46 31
192.168.1.117: 0.030ms 1510274791.38 2017 11 09 20 46 31
192.168.1.117: 0.042ms 1510274791.43 2017 11 09 20 46 31
192.168.1.117: 0.046ms 1510274791.48 2017 11 09 20 46 31
192.168.1.117: 0.031ms 1510274791.53 2017 11 09 20 46 31
192.168.1.117: 0.029ms 1510274791.58 2017 11 09 20 46 31
192.168.1.117: 0.030ms 1510274791.63 2017 11 09 20 46 31
192.168.1.117: 0.030ms 1510274791.68 2017 11 09 20 46 31
192.168.1.117: 0.030ms 1510274791.73 2017 11 09 20 46 31
192.168.1.117: 0.030ms 1510274791.78 2017 11 09 20 46 31
192.168.1.117: 0.044ms 1510274791.83 2017 11 09 20 46 31
192.168.1.117: 0.046ms 1510274791.88 2017 11 09 20 46 31
192.168.1.117: 0.029ms 1510274791.93 2017 11 09 20 46 31
192.168.1.117: 0.049ms 1510274791.98 2017 11 09 20 46 31
192.168.1.117: 0.029ms 1510274792.03 2017 11 09 20 46 32
192.168.1.117: 0.031ms 1510274792.08 2017 11 09 20 46 32
192.168.1.117: 0.032ms 1510274792.13 2017 11 09 20 46 32
192.168.1.117: 0.051ms 1510274792.18 2017 11 09 20 46 32
192.168.1.117: 0.043ms 1510274792.23 2017 11 09 20 46 32
192.168.1.117: 0.043ms 1510274792.28 2017 11 09 20 46 32
192.168.1.117: 0.045ms 1510274792.33 2017 11 09 20 46 32
192.168.1.117: 0.030ms 1510274792.38 2017 11 09 20 46 32
192.168.1.117: 0.043ms 1510274792.43 2017 11 09 20 46 32
192.168.1.117: 0.029ms 1510274792.48 2017 11 09 20 46 32
192.168.1.117: 0.043ms 1510274792.53 2017 11 09 20 46 32
192.168.1.117: 0.030ms 1510274792.58 2017 11 09 20 46 32
192.168.1.117: 0.049ms 1510274792.63 2017 11 09 20 46 32
192.168.1.117: 0.043ms 1510274792.68 2017 11 09 20 46 32
192.168.1.117: 0.030ms 1510274792.73 2017 11 09 20 46 32
192.168.1.117: 0.042ms 1510274792.78 2017 11 09 20 46 32
192.168.1.117: 0.028ms 1510274792.83 2017 11 09 20 46 32
192.168.1.117: 0.035ms 1510274792.88 2017 11 09 20 46 32
192.168.1.117: 0.043ms 1510274792.93 2017 11 09 20 46 32
192.168.1.117: 0.050ms 1510274792.98 2017 11 09 20 46 32
192.168.1.117: 0.028ms 1510274793.03 2017 11 09 20 46 33
192.168.1.117: 0.045ms 1510274793.08 2017 11 09 20 46 33
192.168.1.117: 0.044ms 1510274793.13 2017 11 09 20 46 33
192.168.1.117: 0.075ms 1510274793.18 2017 11 09 20 46 33
192.168.1.117: 0.046ms 1510274793.23 2017 11 09 20 46 33
192.168.1.117: 0.048ms 1510274793.28 2017 11 09 20 46 33
192.168.1.117: 0.078ms 1510274793.34 2017 11 09 20 46 33
192.168.1.117: 0.070ms 1510274793.39 2017 11 09 20 46 33
192.168.1.117: 0.032ms 1510274793.43 2017 11 09 20 46 33
192.168.1.117: 0.029ms 1510274793.48 2017 11 09 20 46 33
192.168.1.117: 0.032ms 1510274793.54 2017 11 09 20 46 33
192.168.1.117: 0.043ms 1510274793.59 2017 11 09 20 46 33
192.168.1.117: 0.054ms 1510274793.64 2017 11 09 20 46 33
192.168.1.117: 0.043ms 1510274793.69 2017 11 09 20 46 33
192.168.1.117: 0.033ms 1510274793.74 2017 11 09 20 46 33
192.168.1.117: 0.030ms 1510274793.79 2017 11 09 20 46 33
192.168.1.117: 0.044ms 1510274793.84 2017 11 09 20 46 33
192.168.1.117: 0.045ms 1510274793.89 2017 11 09 20 46 33
192.168.1.117: 0.030ms 1510274793.94 2017 11 09 20 46 33
192.168.1.117: 0.046ms 1510274793.99 2017 11 09 20 46 33
192.168.1.117: 0.028ms 1510274794.04 2017 11 09 20 46 34
192.168.1.117: 0.031ms 1510274794.09 2017 11 09 20 46 34
192.168.1.117: 0.034ms 1510274794.14 2017 11 09 20 46 34
192.168.1.117: 0.030ms 1510274794.19 2017 11 09 20 46 34
192.168.1.117: 0.043ms 1510274794.24 2017 11 09 20 46 34
192.168.1.117: 0.032ms 1510274794.29 2017 11 09 20 46 34
192.168.1.117: 0.043ms 1510274794.34 2017 11 09 20 46 34
