1.92 0.0
1.92 0.0
1.92 3.52
1.92 3.52
1.5 3.52
1.5 3.52
1.5 2.43
1.5 2.43
1.5 2.43
1.5 2.43
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.41
1.5 2.4
1.5 2.4
1.53 2.4
1.53 2.4
1.53 2.21
1.53 2.21
1.6 2.21
1.6 2.21
1.6 1.93
1.6 1.93
1.69 1.93
1.69 1.93
1.69 1.79
1.69 1.79
1.77 1.79
1.77 1.79
1.77 1.7
1.77 1.7
1.9 1.7
1.9 1.7
1.9 1.63
1.9 1.63
2.08 1.63
2.08 1.63
2.08 1.57
2.08 1.57
2.25 1.57
2.25 1.57
2.25 1.52
2.25 1.52
2.42 1.52
2.42 1.52
2.42 1.51
2.42 1.51
2.61 1.51
2.61 1.51
2.61 1.52
2.61 1.52
2.86 1.52
2.86 1.52
2.86 1.55
2.86 1.55
3.0 1.55
3.0 1.55
3.0 1.59
3.0 1.59
3.09 1.59
3.09 1.59
3.09 1.63
3.09 1.63
3.21 1.63
3.21 1.63
3.21 1.74
3.21 1.74
3.3 1.74
3.3 1.74
3.3 1.86
3.3 1.86
3.36 1.86
3.36 1.86
3.36 1.98
3.36 1.98
3.4 1.98
3.4 1.98
3.4 2.13
3.4 2.13
3.43 2.13
3.43 2.13
3.43 2.3
3.43 2.3
3.44 2.3
3.44 2.3
3.44 2.45
3.44 2.45
3.45 2.45
3.45 2.45
3.45 2.64
3.45 2.64
3.43 2.64
3.43 2.64
3.43 2.87
3.43 2.87
3.39 2.87
3.39 2.87
3.39 3.06
3.39 3.06
3.34 3.06
3.34 3.06
3.34 3.18
3.34 3.18
3.3 3.18
3.3 3.18
3.3 3.25
3.3 3.25
3.27 3.25
3.27 3.25
3.27 3.29
3.27 3.29
3.23 3.29
3.23 3.29
3.23 3.33
3.23 3.33
3.13 3.33
3.13 3.33
3.13 3.41
3.13 3.41
3.06 3.41
3.06 3.41
3.06 3.45
3.06 3.45
2.94 3.45
2.94 3.45
2.94 3.49
2.94 3.49
2.79 3.49
2.79 3.49
2.79 3.54
2.79 3.54
2.63 3.54
2.63 3.54
2.63 3.56
2.63 3.56
2.45 3.56
2.45 3.56
2.45 3.58
2.45 3.58
2.18 3.58
2.18 3.58
2.18 3.57
2.18 3.57
2.02 3.57
2.02 3.57
2.02 3.54
2.02 3.54
1.89 3.54
1.89 3.54
1.89 3.51
1.89 3.51
1.76 3.51
1.76 3.51
1.76 3.46
1.76 3.46
1.67 3.46
1.67 3.46
1.67 3.4
1.67 3.4
1.61 3.4
1.61 3.4
1.61 3.33
1.61 3.33
1.56 3.33
1.56 3.33
1.56 3.24
1.56 3.24
1.52 3.24
1.52 3.24
1.52 3.14
1.52 3.14
1.49 3.14
1.49 3.14
1.49 3.01
1.49 3.01
1.48 3.01
1.48 3.01
1.48 2.87
1.48 2.87
1.47 2.87
1.47 2.87
1.47 2.72
1.47 2.72
1.47 2.72
1.47 2.72
1.47 2.6
1.47 2.6
1.48 2.6
1.48 2.6
1.48 2.49
1.48 2.49
1.51 2.49
1.51 2.49
1.51 2.21
1.51 2.21
1.55 2.21
1.55 2.21
1.55 2.02
1.55 2.02
1.65 2.02
1.65 2.02
1.65 1.82
1.65 1.82
1.81 1.82
1.81 1.82
1.81 1.67
1.81 1.67
2.04 1.67
2.04 1.67
2.04 1.58
2.04 1.58
2.22 1.58
2.22 1.58
2.22 1.52
2.22 1.52
2.41 1.52
2.41 1.52
2.41 1.51
2.41 1.51
2.67 1.51
2.67 1.51
2.67 1.52
2.67 1.52
2.94 1.52
2.94 1.52
2.94 1.56
2.94 1.56
3.06 1.56
3.06 1.56
3.06 1.62
3.06 1.62
3.17 1.62
3.17 1.62
3.17 1.69
3.17 1.69
3.26 1.69
3.26 1.69
3.26 1.8
3.26 1.8
3.33 1.8
3.33 1.8
3.33 1.91
3.33 1.91
3.38 1.91
3.38 1.91
3.38 2.05
3.38 2.05
3.41 2.05
3.41 2.05
3.41 2.19
3.41 2.19
3.43 2.19
3.43 2.19
3.43 2.34
3.43 2.34
3.45 2.34
3.45 2.34
3.45 2.54
3.45 2.54
3.44 2.54
3.44 2.54
3.44 2.77
3.44 2.77
3.42 2.77
3.42 2.77
3.42 2.94
3.42 2.94
3.4 2.94
3.4 2.94
3.4 3.05
3.4 3.05
3.36 3.05
3.36 3.05
3.36 3.15
3.36 3.15
3.3 3.15
3.3 3.15
3.3 3.24
3.3 3.24
3.26 3.24
3.26 3.24
3.26 3.29
3.26 3.29
3.18 3.29
3.18 3.29
3.18 3.37
3.18 3.37
3.08 3.37
3.08 3.37
3.08 3.44
3.08 3.44
3.0 3.44
3.0 3.44
3.0 3.48
3.0 3.48
2.85 3.48
2.85 3.48
2.85 3.52
2.85 3.52
2.72 3.52
2.72 3.52
2.72 3.55
2.72 3.55
2.56 3.55
2.56 3.55
2.56 3.57
2.56 3.57
2.34 3.57
2.34 3.57
2.34 3.58
2.34 3.58
2.14 3.58
2.14 3.58
2.14 3.56
2.14 3.56
1.99 3.56
1.99 3.56
1.99 3.54
1.99 3.54
1.87 3.54
1.87 3.54
1.87 3.5
1.87 3.5
1.75 3.5
1.75 3.5
1.75 3.45
1.75 3.45
1.65 3.45
1.65 3.45
1.65 3.37
1.65 3.37
1.57 3.37
1.57 3.37
1.57 3.26
1.57 3.26
1.52 3.26
1.52 3.26
1.52 3.12
1.52 3.12
1.49 3.12
1.49 3.12
1.49 2.95
1.49 2.95
1.47 2.95
1.47 2.95
1.47 2.78
1.47 2.78
1.47 2.78
1.47 2.78
1.47 2.64
1.47 2.64
1.49 2.64
1.49 2.64
1.49 2.42
1.49 2.42
1.52 2.42
1.52 2.42
1.52 2.13
1.52 2.13
1.6 2.13
1.6 2.13
1.6 1.9
1.6 1.9
1.7 1.9
1.7 1.9
1.7 1.76
1.7 1.76
1.84 1.76
1.84 1.76
1.84 1.66
1.84 1.66
1.98 1.66
1.98 1.66
1.98 1.6
1.98 1.6
2.12 1.6
2.12 1.6
2.12 1.55
2.12 1.55
2.26 1.55
2.26 1.55
2.26 1.52
2.26 1.52
2.45 1.52
2.45 1.52
2.45 1.51
2.45 1.51
2.67 1.51
2.67 1.51
2.67 1.52
2.67 1.52
2.93 1.52
2.93 1.52
2.93 1.58
2.93 1.58
3.07 1.58
3.07 1.58
3.07 1.64
3.07 1.64
3.19 1.64
3.19 1.64
3.19 1.72
3.19 1.72
3.28 1.72
3.28 1.72
3.28 1.83
3.28 1.83
3.35 1.83
3.35 1.83
3.35 1.96
3.35 1.96
3.38 1.96
3.38 1.96
3.38 2.07
3.38 2.07
3.41 2.07
3.41 2.07
3.41 2.19
3.41 2.19
3.43 2.19
3.43 2.19
3.43 2.33
3.43 2.33
3.44 2.33
3.44 2.33
3.44 2.5
3.44 2.5
3.44 2.5
3.44 2.5
3.44 2.77
3.44 2.77
3.42 2.77
3.42 2.77
3.42 2.91
3.42 2.91
3.38 2.91
3.38 2.91
3.38 3.08
3.38 3.08
3.35 3.08
3.35 3.08
3.35 3.16
3.35 3.16
3.3 3.16
3.3 3.16
3.3 3.24
3.3 3.24
3.26 3.24
3.26 3.24
3.26 3.3
3.26 3.3
3.18 3.3
3.18 3.3
3.18 3.37
3.18 3.37
3.08 3.37
3.08 3.37
3.08 3.43
3.08 3.43
2.98 3.43
2.98 3.43
2.98 3.48
2.98 3.48
2.83 3.48
2.83 3.48
2.83 3.53
2.83 3.53
2.62 3.53
2.62 3.53
2.62 3.56
2.62 3.56
2.4 3.56
2.4 3.56
2.4 3.58
2.4 3.58
2.18 3.58
2.18 3.58
2.18 3.56
2.18 3.56
2.05 3.56
2.05 3.56
2.05 3.55
2.05 3.55
1.94 3.55
1.94 3.55
1.94 3.52
